Cliente;grupo;tipo;tamanho;desconto ;skus_sem1;skus_sem2;skus_sem3;fat_sem1;fat_sem2;fat_sem3;marg_sem1;marg_sem2;marg_sem3;;;;;
029832;;Autocentro;Grande;;;;;;;;;;;;;;;
029841;;Autocentro;Pequeno;;;;;;;;;;;;;;;
029863;;Autocentro;Pequeno;;;;;;;;;;;;;;;
029987;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I0100;;Autocentro;Grande;;;;;;;;;;;;;;;
I0637;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I0693;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I0836;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I0909;;Autocentro;Grande;;;;;;;;;;;;;;;
I0927;;Não qualificado;;;;;;;;;;;;;;;;
I0951;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I1518;;Autocentro;Grande;;;;;;;;;;;;;;;
I1519;;Autocentro;Grande;;;;;;;;;;;;;;;
I1520;;Autocentro;Grande;;;;;;;;;;;;;;;
I1522;;Autocentro;Grande;;;;;;;;;;;;;;;
I1524;;Varejo;Grande;;;;;;;;;;;;;;;
I1527;;Autocentro;Grande;;;;;;;;;;;;;;;
I1531;;Varejo;Grande;;;;;;;;;;;;;;;
I1532;;Não qualificado;;;;;;;;;;;;;;;;
I1536;;Autocentro;Grande;;;;;;;;;;;;;;;
I1538;;Varejo;Grande;;;;;;;;;;;;;;;
I1540;;Varejo;Grande;;;;;;;;;;;;;;;
I1554;;Varejo;Grande;;;;;;;;;;;;;;;
I1555;;Varejo;Grande;;;;;;;;;;;;;;;
I1561;;Varejo;Grande;;;;;;;;;;;;;;;
I1563;;Autocentro;Grande;;;;;;;;;;;;;;;
I1566;;Varejo;Grande;;;;;;;;;;;;;;;
I1573;;Varejo;Grande;;;;;;;;;;;;;;;
I1574;;Autocentro;Grande;;;;;;;;;;;;;;;
I1612;;Varejo;Grande;;;;;;;;;;;;;;;
I1618;;Varejo;Grande;;;;;;;;;;;;;;;
I1621;;Autocentro;Grande;;;;;;;;;;;;;;;
I1626;;Autocentro;Grande;;;;;;;;;;;;;;;
I1630;;Varejo;Grande;;;;;;;;;;;;;;;
I1636;;Varejo;Grande;;;;;;;;;;;;;;;
I1638;;Varejo;Grande;;;;;;;;;;;;;;;
I1640;;Autocentro;Grande;;;;;;;;;;;;;;;
I1668;;Autocentro;Grande;;;;;;;;;;;;;;;
I1705;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I1723;;Autocentro;Grande;;;;;;;;;;;;;;;
I1734;;Varejo;Grande;;;;;;;;;;;;;;;
I1736;;Autocentro;Grande;;;;;;;;;;;;;;;
I1776;;Autocentro;Grande;;;;;;;;;;;;;;;
I1830;;Varejo;Grande;;;;;;;;;;;;;;;
I1833;;Autocentro;Grande;;;;;;;;;;;;;;;
I1835;;Varejo;Grande;;;;;;;;;;;;;;;
I1849;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I1862;;Autocentro;Grande;;;;;;;;;;;;;;;
I1869;;Autocentro;Grande;;;;;;;;;;;;;;;
I1886;;Varejo;Grande;;;;;;;;;;;;;;;
I1891;;Varejo;Grande;;;;;;;;;;;;;;;
I1900;;Varejo;Grande;;;;;;;;;;;;;;;
I1901;;Varejo;Pequeno;;;;;;;;;;;;;;;
I1911;;Varejo;Pequeno;;;;;;;;;;;;;;;
I1933;;Autocentro;Grande;;;;;;;;;;;;;;;
I1942;;Varejo;Grande;;;;;;;;;;;;;;;
I1951;;Varejo;Pequeno;;;;;;;;;;;;;;;
I1957;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I1966;;Autocentro;Grande;;;;;;;;;;;;;;;
I1975;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I1983;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I1987;;Autocentro;Grande;;;;;;;;;;;;;;;
I2017;;Autocentro;Grande;;;;;;;;;;;;;;;
I2057;;Varejo;Grande;;;;;;;;;;;;;;;
I2058;;Autocentro;Grande;;;;;;;;;;;;;;;
I2075;;Autocentro;Grande;;;;;;;;;;;;;;;
I2076;;Autocentro;Grande;;;;;;;;;;;;;;;
I2091;;Varejo;Grande;;;;;;;;;;;;;;;
I2093;;Varejo;Grande;;;;;;;;;;;;;;;
I2111;;Varejo;Grande;;;;;;;;;;;;;;;
I2116;;Não qualificado;;;;;;;;;;;;;;;;
I2140;;Varejo;Grande;;;;;;;;;;;;;;;
I2144;;Varejo;Grande;;;;;;;;;;;;;;;
I2147;;Autocentro;Grande;;;;;;;;;;;;;;;
I2164;;Não qualificado;;;;;;;;;;;;;;;;
I2165;;Autocentro;Grande;;;;;;;;;;;;;;;
I2172;;Varejo;Grande;;;;;;;;;;;;;;;
I2174;;Varejo;Grande;;;;;;;;;;;;;;;
I2196;;Varejo;Grande;;;;;;;;;;;;;;;
I2205;;Autocentro;Grande;;;;;;;;;;;;;;;
I2222;;Varejo;Grande;;;;;;;;;;;;;;;
I2257;;Varejo;Grande;;;;;;;;;;;;;;;
I2259;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2260;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2283;;Autocentro;Grande;;;;;;;;;;;;;;;
I2323;;Varejo;Grande;;;;;;;;;;;;;;;
I2385;;Varejo;Grande;;;;;;;;;;;;;;;
I2390;;Autocentro;Grande;;;;;;;;;;;;;;;
I2391;;Varejo;Grande;;;;;;;;;;;;;;;
I2401;;Autocentro;Grande;;;;;;;;;;;;;;;
I2423;;Varejo;Grande;;;;;;;;;;;;;;;
I2454;;Autocentro;Grande;;;;;;;;;;;;;;;
I2456;;Varejo;Grande;;;;;;;;;;;;;;;
I2458;;Autocentro;Grande;;;;;;;;;;;;;;;
I2466;;Autocentro;Grande;;;;;;;;;;;;;;;
I2468;;Autocentro;Grande;;;;;;;;;;;;;;;
I2469;;Varejo;Grande;;;;;;;;;;;;;;;
I2506;;Autocentro;Grande;;;;;;;;;;;;;;;
I2522;;Varejo;Grande;;;;;;;;;;;;;;;
I2524;;Autocentro;Grande;;;;;;;;;;;;;;;
I2529;;Autocentro;Grande;;;;;;;;;;;;;;;
I2531;;Varejo;Grande;;;;;;;;;;;;;;;
I2560;;Autocentro;Grande;;;;;;;;;;;;;;;
I2566;;Não qualificado;;;;;;;;;;;;;;;;
I2573;;Varejo;Grande;;;;;;;;;;;;;;;
I2587;;Autocentro;Grande;;;;;;;;;;;;;;;
I2591;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2592;;Varejo;Pequeno;;;;;;;;;;;;;;;
I2600;;Varejo;Grande;;;;;;;;;;;;;;;
I2601;;Varejo;Grande;;;;;;;;;;;;;;;
I2606;;Varejo;Grande;;;;;;;;;;;;;;;
I2607;;Autocentro;Grande;;;;;;;;;;;;;;;
I2615;;Não qualificado;;;;;;;;;;;;;;;;
I2621;;Varejo;Grande;;;;;;;;;;;;;;;
I2625;;Autocentro;Grande;;;;;;;;;;;;;;;
I2633;;Autocentro;Grande;;;;;;;;;;;;;;;
I2636;;Autocentro;Grande;;;;;;;;;;;;;;;
I2648;;Varejo;Grande;;;;;;;;;;;;;;;
I2654;;Varejo;Grande;;;;;;;;;;;;;;;
I2672;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2683;;Autocentro;Grande;;;;;;;;;;;;;;;
I2684;;Autocentro;Grande;;;;;;;;;;;;;;;
I2692;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2700;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2702;;Varejo;Grande;;;;;;;;;;;;;;;
I2713;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2722;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2733;;Varejo;Grande;;;;;;;;;;;;;;;
I2734;;Varejo;Grande;;;;;;;;;;;;;;;
I2739;;Varejo;Pequeno;;;;;;;;;;;;;;;
I2753;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2758;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2763;;Varejo;Grande;;;;;;;;;;;;;;;
I2770;;Não qualificado;;;;;;;;;;;;;;;;
I2779;;Varejo;Pequeno;;;;;;;;;;;;;;;
I2780;;Varejo;Grande;;;;;;;;;;;;;;;
I2783;;Varejo;Grande;;;;;;;;;;;;;;;
I2787;;Varejo;Pequeno;;;;;;;;;;;;;;;
I2806;;Varejo;Pequeno;;;;;;;;;;;;;;;
I2814;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2844;;Varejo;Grande;;;;;;;;;;;;;;;
I2868;;Varejo;Grande;;;;;;;;;;;;;;;
I2871;;Varejo;Pequeno;;;;;;;;;;;;;;;
I2879;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2880;;Varejo;Grande;;;;;;;;;;;;;;;
I2882;;Varejo;Grande;;;;;;;;;;;;;;;
I2884;;Varejo;Grande;;;;;;;;;;;;;;;
I2894;;Varejo;Grande;;;;;;;;;;;;;;;
I2899;;Autocentro;Grande;;;;;;;;;;;;;;;
I2900;;Varejo;Grande;;;;;;;;;;;;;;;
I2902;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2906;;Varejo;Grande;;;;;;;;;;;;;;;
I2915;;Autocentro;Grande;;;;;;;;;;;;;;;
I2918;;Não qualificado;;;;;;;;;;;;;;;;
I2925;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2929;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2931;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2933;;Autocentro;Grande;;;;;;;;;;;;;;;
I2938;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2953;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2957;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2973;;Não qualificado;;;;;;;;;;;;;;;;
I2979;;Varejo;Grande;;;;;;;;;;;;;;;
I3030;;Não qualificado;;;;;;;;;;;;;;;;
I3043;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3059;;Varejo;Grande;;;;;;;;;;;;;;;
I3060;;Varejo;Grande;;;;;;;;;;;;;;;
I3090;;Varejo;Grande;;;;;;;;;;;;;;;
I3091;;Varejo;Grande;;;;;;;;;;;;;;;
I3093;;Varejo;Grande;;;;;;;;;;;;;;;
I3095;;Varejo;Grande;;;;;;;;;;;;;;;
I3100;;Autocentro;Grande;;;;;;;;;;;;;;;
I3115;;Varejo;Grande;;;;;;;;;;;;;;;
I3127;;Autocentro;Grande;;;;;;;;;;;;;;;
I3144;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3157;;Varejo;Grande;;;;;;;;;;;;;;;
I3170;;Varejo;Grande;;;;;;;;;;;;;;;
I3171;;Varejo;Grande;;;;;;;;;;;;;;;
I3173;;Autocentro;Grande;;;;;;;;;;;;;;;
I3177;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3183;;Varejo;Grande;;;;;;;;;;;;;;;
I3207;;Autocentro;Grande;;;;;;;;;;;;;;;
I3215;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3218;;Varejo;Grande;;;;;;;;;;;;;;;
I3278;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3280;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3283;;Varejo;Pequeno;;;;;;;;;;;;;;;
I3315;;Autocentro;Grande;;;;;;;;;;;;;;;
I3420;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3515;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3516;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3599;;Varejo;Pequeno;;;;;;;;;;;;;;;
I3633;;Autocentro;Grande;;;;;;;;;;;;;;;
I3640;;Autocentro;Grande;;;;;;;;;;;;;;;
I3676;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3678;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3705;;Varejo;Grande;;;;;;;;;;;;;;;
I3708;;Varejo;Pequeno;;;;;;;;;;;;;;;
I3717;;Varejo;Pequeno;;;;;;;;;;;;;;;
I3728;;Varejo;Pequeno;;;;;;;;;;;;;;;
I3736;;Autocentro;Grande;;;;;;;;;;;;;;;
I3741;;Varejo;Pequeno;;;;;;;;;;;;;;;
I3756;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3767;;Autocentro;Grande;;;;;;;;;;;;;;;
I3789;;Não qualificado;;;;;;;;;;;;;;;;
I3917;;Autocentro;Grande;;;;;;;;;;;;;;;
I3918;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3922;;Varejo;Pequeno;;;;;;;;;;;;;;;
I3923;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3933;;Varejo;Pequeno;;;;;;;;;;;;;;;
I3945;;Varejo;Pequeno;;;;;;;;;;;;;;;
I3956;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3958;;Autocentro;Grande;;;;;;;;;;;;;;;
I3959;;Varejo;Grande;;;;;;;;;;;;;;;
I3961;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3963;;Varejo;Grande;;;;;;;;;;;;;;;
I3974;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3983;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3987;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4002;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4012;;Autocentro;Grande;;;;;;;;;;;;;;;
I4015;;Autocentro;Grande;;;;;;;;;;;;;;;
I4018;;Varejo;Pequeno;;;;;;;;;;;;;;;
I4063;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4070;;Autocentro;Grande;;;;;;;;;;;;;;;
I4086;;Varejo;Grande;;;;;;;;;;;;;;;
I4097;;Não qualificado;;;;;;;;;;;;;;;;
I4115;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4128;;Não qualificado;;;;;;;;;;;;;;;;
I4131;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4136;;Varejo;Grande;;;;;;;;;;;;;;;
I4141;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4142;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4145;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4147;;Varejo;Pequeno;;;;;;;;;;;;;;;
I4148;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4154;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4157;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4159;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4161;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4162;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4172;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4179;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4187;;Varejo;Pequeno;;;;;;;;;;;;;;;
I4198;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4199;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4208;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4210;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4211;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4218;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4221;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4231;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4237;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4239;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4240;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4252;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4255;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4260;;Varejo;Grande;;;;;;;;;;;;;;;
I4261;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4265;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4266;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4270;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4274;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4281;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4282;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4283;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4290;;Varejo;Pequeno;;;;;;;;;;;;;;;
I4301;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4304;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4307;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4326;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4328;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4329;;Varejo;Pequeno;;;;;;;;;;;;;;;
I4342;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4343;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4346;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4347;;Varejo;Pequeno;;;;;;;;;;;;;;;
I4352;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4354;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4357;;Varejo;Pequeno;;;;;;;;;;;;;;;
I4358;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4361;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4362;;Varejo;Pequeno;;;;;;;;;;;;;;;
I4367;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4370;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4372;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4375;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4382;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4389;;Varejo;Pequeno;;;;;;;;;;;;;;;
I4401;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4412;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4413;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4430;;Varejo;Pequeno;;;;;;;;;;;;;;;
I4442;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4448;;Autocentro;Grande;;;;;;;;;;;;;;;
I4454;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4456;;Não qualificado;;;;;;;;;;;;;;;;
I4458;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4478;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4505;;Não qualificado;;;;;;;;;;;;;;;;
I4528;;Autocentro;Grande;;;;;;;;;;;;;;;
I4546;;Não qualificado;;;;;;;;;;;;;;;;
I4580;;Varejo;Pequeno;;;;;;;;;;;;;;;
I4582;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4597;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4602;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4610;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4612;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4617;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4618;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4619;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4625;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4628;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4630;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4639;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4641;;Varejo;Pequeno;;;;;;;;;;;;;;;
I4653;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4666;;Varejo;Pequeno;;;;;;;;;;;;;;;
I4682;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4692;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4700;;Varejo;Pequeno;;;;;;;;;;;;;;;
I4702;;Varejo;Grande;;;;;;;;;;;;;;;
I4703;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4704;;Varejo;Pequeno;;;;;;;;;;;;;;;
I4706;;Varejo;Pequeno;;;;;;;;;;;;;;;
I4717;;Não qualificado;;;;;;;;;;;;;;;;
I4726;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4728;;Não qualificado;;;;;;;;;;;;;;;;
I4732;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4733;;Varejo;Pequeno;;;;;;;;;;;;;;;
I4735;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4737;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4773;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4777;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4778;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4779;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4787;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4792;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4798;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4804;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4807;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4811;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4828;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4832;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4846;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4858;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4859;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4861;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4866;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4876;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4883;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4891;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4901;;Varejo;Pequeno;;;;;;;;;;;;;;;
I4903;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4937;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4942;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4947;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4952;;Não qualificado;;;;;;;;;;;;;;;;
I4954;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4955;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4957;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4997;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5002;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5007;;Não qualificado;;;;;;;;;;;;;;;;
I5016;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5017;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5029;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5030;;Varejo;Pequeno;;;;;;;;;;;;;;;
I5042;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5044;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5062;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5106;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5111;;Varejo;Grande;;;;;;;;;;;;;;;
I5122;;Varejo;Grande;;;;;;;;;;;;;;;
I5188;;Autocentro;Grande;;;;;;;;;;;;;;;
I5207;;Varejo;Pequeno;;;;;;;;;;;;;;;
I5214;;Autocentro;Grande;;;;;;;;;;;;;;;
I5222;;Autocentro;Grande;;;;;;;;;;;;;;;
I5232;;Varejo;Grande;;;;;;;;;;;;;;;
I5234;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5236;;Varejo;Pequeno;;;;;;;;;;;;;;;
I5269;;Varejo;Pequeno;;;;;;;;;;;;;;;
I5282;;Varejo;Pequeno;;;;;;;;;;;;;;;
I5307;;Não qualificado;;;;;;;;;;;;;;;;
I5322;;Varejo;Pequeno;;;;;;;;;;;;;;;
I5371;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5387;;Autocentro;Grande;;;;;;;;;;;;;;;
I5404;;Não qualificado;;;;;;;;;;;;;;;;
I5415;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5422;;Varejo;Grande;;;;;;;;;;;;;;;
I5428;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5434;;Não qualificado;;;;;;;;;;;;;;;;
I5443;;Varejo;Pequeno;;;;;;;;;;;;;;;
I5459;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5472;;Varejo;Grande;;;;;;;;;;;;;;;
I5482;;Não qualificado;;;;;;;;;;;;;;;;
I5489;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5491;;Não qualificado;;;;;;;;;;;;;;;;
I5511;;Varejo;Pequeno;;;;;;;;;;;;;;;
I5513;;Não qualificado;;;;;;;;;;;;;;;;
I5519;;Varejo;Pequeno;;;;;;;;;;;;;;;
I5522;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5531;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5532;;Autocentro;Grande;;;;;;;;;;;;;;;
I5539;;Varejo;Grande;;;;;;;;;;;;;;;
I5540;;Varejo;Pequeno;;;;;;;;;;;;;;;
I5542;;Autocentro;Grande;;;;;;;;;;;;;;;
I5553;;Autocentro;Grande;;;;;;;;;;;;;;;
I5570;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5574;;Não qualificado;;;;;;;;;;;;;;;;
I5595;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5597;;Varejo;Grande;;;;;;;;;;;;;;;
I5599;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5602;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5619;;Varejo;Grande;;;;;;;;;;;;;;;
I5633;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5646;;Autocentro;Pequeno;;;;;;;;;;;;;;;
